Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
ene-19;Hombre;San Blas;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;9310;Ayudantes de cocina
ene-19;Mujer;Centro;Entre 26 y 35 años;Española;2823;Psicólogos;3713;Profesionales de apoyo al trabajo y a la educación social;2824;Profesionales del trabajo y la educación social
ene-19;Hombre;Arganzuela;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores
ene-19;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Mujer;Carabanchel;Entre 46 y 55 años;Española;9229;Otro personal de limpieza;9811;Peones del transporte de mercancías y descargadores;;
ene-19;Mujer;Puente De Vallecas;Entre 36 y 45 años;Comunitaria;5811;Peluqueros;;;;
ene-19;Hombre;Villa De Vallecas;Menor de 25 años;Española;2935;Actores;;;;
ene-19;Mujer;Barajas;Entre 46 y 55 años;Española;2651;Profesionales de la publicidad y la comercialización;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
ene-19;Mujer;Villaverde;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
ene-19;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;9700;Peones de las industrias manufactureras;9820;Reponedores;5220;Vendedores en tiendas y almacenes
ene-19;Hombre;Vicálvaro;Entre 26 y 35 años;Española;8432;Conductores asalariados de camiones;8420;Conductores de autobuses y tranvías;8432;Conductores asalariados de camiones
ene-19;Hombre;Retiro;Entre 26 y 35 años;Extracomunitaria;3732;Diseñadores y decoradores de interior;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas;4422;Recepcionistas de hoteles
ene-19;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;7510;Electricistas de la construcción y afines;3123;Técnicos en electricidad;7521;Mecánicos y reparadores de equipos eléctricos
ene-19;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;2251;Maestros de educación infantil;5120;Camareros asalariados;5721;Cuidadores de niños en guarderías y centros educativos
ene-19;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;2323;Profesores de enseñanza no reglada de música y danza;2312;Técnicos educadores de educación especial;2240;Profesores de enseñanza primaria
ene-19;Hombre;Tetuán;Entre 46 y 55 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2311;Profesores de educación especial;7323;Ajustadores y operadores de máquinas-herramienta
ene-19;Mujer;Tetuán;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
ene-19;Mujer;Latina;Entre 56 y 65 años;Extracomunitaria;5120;Camareros asalariados;5811;Peluqueros;5710;Trabajadores de los cuidados personales a domicilio
ene-19;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;9602;Peones de la construcción de edificios;9820;Reponedores;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes
ene-19;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Mujer;Villaverde;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;2312;Técnicos educadores de educación especial;;
ene-19;Hombre;Hortaleza;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;7191;Mantenedores de edificios;8332;Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales
ene-19;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;9820;Reponedores;;;;
ene-19;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4421;Empleados de agencias de viajes
ene-19;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
ene-19;Mujer;Vicálvaro;Entre 26 y 35 años;Española;2922;Periodistas;2652;Profesionales de relaciones públicas;2936;Locutores de radio, televisión y otros presentadores
ene-19;Mujer;Barajas;Entre 36 y 45 años;Española;4422;Recepcionistas de hoteles;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;9811;Peones del transporte de mercancías y descargadores
ene-19;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Extracomunitaria;5722;Cuidadores de niños en domicilios;;;;
ene-19;Mujer;Villaverde;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;2312;Técnicos educadores de educación especial;2252;Técnicos en educación infantil
ene-19;Hombre;Fuencarral-el Pardo;Menor de 25 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;5220;Vendedores en tiendas y almacenes
ene-19;Hombre;Carabanchel;Entre 36 y 45 años;Española;7121;Albañiles;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-19;Mujer;Chamartín;Menor de 25 años;Española;2935;Actores;;;;
ene-19;Mujer;Otro Municipio;Menor de 25 años;Española;2922;Periodistas;2652;Profesionales de relaciones públicas;2484;Diseñadores gráficos y multimedia
ene-19;Mujer;Moratalaz;Entre 36 y 45 años;Comunitaria;;;;;;
ene-19;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;;;;;;
ene-19;Mujer;Tetuán;Entre 46 y 55 años;Extracomunitaria;;;;;;
ene-19;Hombre;Otro Municipio;Menor de 25 años;Española;5420;Operadores de telemarketing;3613;Asistentes de dirección y administrativos;;
ene-19;Hombre;Ciudad Lineal;Entre 56 y 65 años;Española;5120;Camareros asalariados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios
ene-19;Mujer;San Blas;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
ene-19;Hombre;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;9310;Ayudantes de cocina;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-19;Hombre;Fuencarral-el Pardo;Entre 36 y 45 años;Española;2625;Especialistas en formación de personal;3713;Profesionales de apoyo al trabajo y a la educación social;3613;Asistentes de dirección y administrativos
ene-19;Mujer;Puente De Vallecas;Entre 56 y 65 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
ene-19;Mujer;Otro Municipio;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;9310;Ayudantes de cocina;;
ene-19;Mujer;Moratalaz;Entre 46 y 55 años;Española;2912;Bibliotecarios, documentalistas y afines;4210;Empleados de bibliotecas y archivos;4301;Grabadores de datos
ene-19;Mujer;San Blas;Entre 46 y 55 años;Española;4424;Teleoperadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
ene-19;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;8170;Operadores de máquinas de lavandería y tintorería;9700;Peones de las industrias manufactureras
ene-19;Mujer;Centro;Entre 46 y 55 años;Española;;;;;;
ene-19;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;3510;Agentes y representantes comerciales;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes
ene-19;Mujer;Centro;Entre 46 y 55 años;Española;;;;;;
ene-19;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;5210;Jefes de sección de tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
ene-19;Mujer;Villaverde;Entre 56 y 65 años;Española;4424;Teleoperadores;4223;Empleados de servicio de personal;;
ene-19;Mujer;Vicálvaro;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;
ene-19;Hombre;Vicálvaro;Entre 56 y 65 años;Española;9602;Peones de la construcción de edificios;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Hombre;Villaverde;Entre 26 y 35 años;Española;2935;Actores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
ene-19;Mujer;San Blas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
ene-19;Hombre;Latina;Entre 46 y 55 años;Española;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4301;Grabadores de datos
ene-19;Hombre;Puente De Vallecas;Entre 46 y 55 años;Comunitaria;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Mujer;Retiro;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
ene-19;Hombre;Otro Municipio;Entre 46 y 55 años;Española;2481;Arquitectos técnicos y técnicos urbanistas;3202;Supervisores de la construcción;7191;Mantenedores de edificios
ene-19;Hombre;Villaverde;Entre 46 y 55 años;Española;9443;Barrenderos y afines;8412;Conductores asalariados de automóviles, taxis y furgonetas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-19;Mujer;Carabanchel;Menor de 25 años;Española;2935;Actores;5824;Azafatos de tierra;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-19;Hombre;Otro Municipio;Entre 36 y 45 años;Española;5833;Conserjes de edificios;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9443;Barrenderos y afines
ene-19;Hombre;Ciudad Lineal;Entre 36 y 45 años;Española;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
ene-19;Mujer;Carabanchel;Entre 36 y 45 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;;
ene-19;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;8420;Conductores de autobuses y tranvías;8412;Conductores asalariados de automóviles, taxis y furgonetas;4424;Teleoperadores
ene-19;Hombre;Tetuán;Entre 46 y 55 años;Española;1509;Directores y gerentes de empresas de gestión de residuos y de otras empresas de servicios no clasificados bajo otros epígrafes;;;;
ene-19;Mujer;Latina;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
ene-19;Mujer;Otro Municipio;Menor de 25 años;Española;2935;Actores;5220;Vendedores en tiendas y almacenes;;
ene-19;Mujer;Usera;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Hombre;Vicálvaro;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9431;Ordenanzas
ene-19;Mujer;Villaverde;Menor de 25 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;5622;Técnicos de emergencias sanitarias;3327;Ayudantes de veterinaria
ene-19;Hombre;Carabanchel;Entre 46 y 55 años;Española;9602;Peones de la construcción de edificios;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9820;Reponedores
ene-19;Hombre;Centro;Entre 36 y 45 años;Española;2433;Ingenieros mecánicos;2431;Ingenieros industriales y de producción;;
ene-19;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;7191;Mantenedores de edificios;5833;Conserjes de edificios;9811;Peones del transporte de mercancías y descargadores
ene-19;Hombre;Chamartín;Menor de 25 años;Española;9820;Reponedores;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
ene-19;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;2624;Especialistas en políticas y servicios de personal y afines;;
ene-19;Mujer;Otro Municipio;Entre 56 y 65 años;Española;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
ene-19;Hombre;Tetuán;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9602;Peones de la construcción de edificios
ene-19;Mujer;Arganzuela;Entre 46 y 55 años;Española;2625;Especialistas en formación de personal;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);3623;Profesionales de apoyo de la Administración Pública de servicios de expedición de licencias
ene-19;Mujer;Moratalaz;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9310;Ayudantes de cocina
ene-19;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;3613;Asistentes de dirección y administrativos
ene-19;Mujer;Latina;Entre 56 y 65 años;Española;9229;Otro personal de limpieza;5721;Cuidadores de niños en guarderías y centros educativos;;
ene-19;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);7614;Trabajadores de la cerámica, alfareros y afines
ene-19;Mujer;Salamanca;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5492;Promotores de venta;5710;Trabajadores de los cuidados personales a domicilio
ene-19;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;9229;Otro personal de limpieza;;;;
ene-19;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5611;Auxiliares de enfermería hospitalaria;9100;Empleados domésticos
ene-19;Hombre;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;7312;Soldadores y oxicortadores;7131;Carpinteros (excepto ebanistas);7121;Albañiles
ene-19;Hombre;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Mujer;Tetuán;Entre 26 y 35 años;Española;3714;Promotores de igualdad de oportunidades entre mujeres y hombres;2824;Profesionales del trabajo y la educación social;3724;Monitores de actividades recreativas y de entretenimiento
ene-19;Mujer;Retiro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3510;Agentes y representantes comerciales;4412;Recepcionistas (excepto de hoteles)
ene-19;Hombre;Carabanchel;Entre 46 y 55 años;Española;1432;Directores y gerentes de empresas de comercio al por menor;;;;
ene-19;Hombre;Villaverde;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario;;
ene-19;Mujer;San Blas;Entre 36 y 45 años;Extracomunitaria;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
ene-19;Mujer;Arganzuela;Entre 46 y 55 años;Española;4411;Empleados de información al usuario;9310;Ayudantes de cocina;3532;Organizadores de conferencias y eventos
ene-19;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;5825;Guías de turismo;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5500;Cajeros y taquilleros (excepto bancos)
ene-19;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);4423;Telefonistas
ene-19;Mujer;Arganzuela;Entre 26 y 35 años;Española;2322;Profesores de enseñanza no reglada de idiomas;2923;Filólogos, intérpretes y traductores;5220;Vendedores en tiendas y almacenes
ene-19;Mujer;Chamartín;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;2823;Psicólogos;2824;Profesionales del trabajo y la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
ene-19;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Mujer;Carabanchel;Entre 36 y 45 años;Española;2821;Sociólogos, geógrafos, antropólogos, arqueólogos y afines;2652;Profesionales de relaciones públicas;2651;Profesionales de la publicidad y la comercialización
ene-19;Hombre;Usera;Menor de 25 años;Española;7312;Soldadores y oxicortadores;9700;Peones de las industrias manufactureras;9811;Peones del transporte de mercancías y descargadores
ene-19;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Hombre;Tetuán;Entre 46 y 55 años;Española;9443;Barrenderos y afines;9602;Peones de la construcción de edificios;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
ene-19;Hombre;Centro;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios;;
ene-19;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5420;Operadores de telemarketing;5500;Cajeros y taquilleros (excepto bancos);4445;Cobradores de facturas, deudas y empleados afines
ene-19;Hombre;Puente De Vallecas;Menor de 25 años;Extracomunitaria;5120;Camareros asalariados;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores
ene-19;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);4412;Recepcionistas (excepto de hoteles)
ene-19;Mujer;Tetuán;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-19;Mujer;Otro Municipio;Entre 56 y 65 años;Española;2240;Profesores de enseñanza primaria;2624;Especialistas en políticas y servicios de personal y afines;;
ene-19;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
ene-19;Mujer;Chamartín;Menor de 25 años;Española;2421;Biólogos, botánicos, zoólogos y afines;3613;Asistentes de dirección y administrativos;;
ene-19;Hombre;Latina;Menor de 25 años;Extracomunitaria;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;9820;Reponedores
ene-19;Hombre;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Hombre;Salamanca;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9443;Barrenderos y afines;9229;Otro personal de limpieza
ene-19;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Mujer;Otro Municipio;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9100;Empleados domésticos
ene-19;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-19;Mujer;Salamanca;Menor de 25 años;Española;4421;Empleados de agencias de viajes;;;;
ene-19;Mujer;Centro;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9310;Ayudantes de cocina
ene-19;Hombre;San Blas;Entre 36 y 45 años;Extracomunitaria;2612;Asesores financieros y en inversiones;;;;
ene-19;Hombre;Otro Municipio;Entre 46 y 55 años;Española;7221;Fontaneros;;;;
ene-19;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores
ene-19;Mujer;Tetuán;Entre 26 y 35 años;Española;2922;Periodistas;2651;Profesionales de la publicidad y la comercialización;2652;Profesionales de relaciones públicas
ene-19;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;2651;Profesionales de la publicidad y la comercialización;;;;
ene-19;Mujer;Usera;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9223;Limpiadores de ventanas;9820;Reponedores
ene-19;Mujer;Retiro;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-19;Hombre;Villaverde;Entre 46 y 55 años;Española;4412;Recepcionistas (excepto de hoteles);8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes
ene-19;Mujer;Puente De Vallecas;Entre 56 y 65 años;Comunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
ene-19;Mujer;San Blas;Entre 46 y 55 años;Extracomunitaria;5622;Técnicos de emergencias sanitarias;5611;Auxiliares de enfermería hospitalaria;;
ene-19;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;3723;Instructores de actividades deportivas;3724;Monitores de actividades recreativas y de entretenimiento;5992;Bañistas-socorristas
ene-19;Hombre;Centro;Menor de 25 años;Extracomunitaria;9602;Peones de la construcción de edificios;;;;
ene-19;Hombre;Tetuán;Entre 56 y 65 años;Española;5120;Camareros asalariados;;;;
ene-19;Hombre;Arganzuela;Entre 36 y 45 años;Comunitaria;2824;Profesionales del trabajo y la educación social;2821;Sociólogos, geógrafos, antropólogos, arqueólogos y afines;2625;Especialistas en formación de personal
ene-19;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;2935;Actores;;;;
ene-19;Mujer;Villaverde;Entre 46 y 55 años;Extracomunitaria;4301;Grabadores de datos;2625;Especialistas en formación de personal;4411;Empleados de información al usuario
ene-19;Mujer;Moratalaz;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4411;Empleados de información al usuario;5710;Trabajadores de los cuidados personales a domicilio
ene-19;Hombre;San Blas;Entre 36 y 45 años;Española;8333;Operadores de carretillas elevadoras;9811;Peones del transporte de mercancías y descargadores;7121;Albañiles
ene-19;Mujer;Puente De Vallecas;Menor de 25 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales
ene-19;Hombre;San Blas;Entre 56 y 65 años;Española;5833;Conserjes de edificios;7121;Albañiles;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-19;Hombre;Vicálvaro;Menor de 25 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores;;
ene-19;Mujer;Vicálvaro;Menor de 25 años;Española;9100;Empleados domésticos;;;;
ene-19;Mujer;Usera;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
ene-19;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
ene-19;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;5612;Auxiliares de enfermería de atención primaria
