Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
ene-21;Mujer;Retiro;Entre 26 y 35 años;Extracomunitaria;1422;Directores y gerentes de bares, cafeterías y similares;;;;
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
ene-21;Mujer;Usera;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;8209;Montadores y ensambladores no clasificados en otros epígrafes
ene-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;2321;Especialistas en métodos didácticos y pedagógicos;3724;Monitores de actividades recreativas y de entretenimiento;5721;Cuidadores de niños en guarderías y centros educativos
ene-21;Mujer;Arganzuela;Menor de 25 años;Española;;;;;;
ene-21;Mujer;Latina;Entre 36 y 45 años;Española;;;;;;
ene-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;4123;Empleados de logística y transporte de pasajeros y mercancías;;
ene-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
ene-21;Hombre;Moratalaz;Entre 46 y 55 años;Española;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;3326;Técnicos en prevención de riesgos laborales y salud ambiental;;
ene-21;Hombre;Retiro;Entre 36 y 45 años;Española;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);3522;Agentes de compras;3522;Agentes de compras
ene-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios
ene-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5611;Auxiliares de enfermería hospitalaria;;
ene-21;Hombre;Puente De Vallecas;Menor de 25 años;Española;8333;Operadores de carretillas elevadoras;9820;Reponedores;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;5120;Camareros asalariados;3724;Monitores de actividades recreativas y de entretenimiento;4412;Recepcionistas (excepto de hoteles)
ene-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;9443;Barrenderos y afines;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9700;Peones de las industrias manufactureras
ene-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Hombre;Centro;Entre 46 y 55 años;Española;4424;Teleoperadores;4424;Teleoperadores;5825;Guías de turismo
ene-21;Mujer;Latina;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2511;Abogados;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;4411;Empleados de información al usuario;5120;Camareros asalariados
ene-21;Mujer;Puente De Vallecas;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos)
ene-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
ene-21;Mujer;Latina;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Hombre;Fuencarral-el Pardo;Entre 46 y 55 años;Extracomunitaria;7221;Fontaneros;7121;Albañiles;5110;Cocineros asalariados
ene-21;Mujer;San Blas;Entre 46 y 55 años;Española;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
ene-21;Mujer;Retiro;Entre 26 y 35 años;Extracomunitaria;4111;Empleados de contabilidad;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores
ene-21;Hombre;Latina;Entre 26 y 35 años;Española;;;;;;
ene-21;Hombre;Moratalaz;Entre 36 y 45 años;Extracomunitaria;5120;Camareros asalariados;9602;Peones de la construcción de edificios;8333;Operadores de carretillas elevadoras
ene-21;Hombre;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores
ene-21;Hombre;Fuencarral-el Pardo;Entre 36 y 45 años;Española;2484;Diseñadores gráficos y multimedia;2922;Periodistas;;
ene-21;Mujer;Moncloa-aravaca;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas
ene-21;Mujer;Carabanchel;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas;4121;Empleados de control de abastecimientos e inventario
ene-21;Mujer;Villaverde;Entre 36 y 45 años;Española;9100;Empleados domésticos;5621;Técnicos auxiliares de farmacia;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-21;Hombre;Fuencarral-el Pardo;Entre 36 y 45 años;Española;;;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos
ene-21;Hombre;Tetuán;Entre 46 y 55 años;Española;;;;;;
ene-21;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;9310;Ayudantes de cocina;9811;Peones del transporte de mercancías y descargadores
ene-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;5722;Cuidadores de niños en domicilios;7295;Personal de limpieza de fachadas de edificios y chimeneas;3613;Asistentes de dirección y administrativos
ene-21;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
ene-21;Mujer;Arganzuela;Menor de 25 años;Española;9320;Preparadores de comidas rápidas;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
ene-21;Hombre;Moncloa-aravaca;Entre 36 y 45 años;Española;3831;Técnicos de grabación audiovisual;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);3110;Delineantes y dibujantes técnicos;;
ene-21;Hombre;Vicálvaro;Menor de 25 años;Española;2252;Técnicos en educación infantil;5220;Vendedores en tiendas y almacenes;3724;Monitores de actividades recreativas y de entretenimiento
ene-21;Hombre;Centro;Entre 26 y 35 años;Extracomunitaria;5992;Bañistas-socorristas;5120;Camareros asalariados;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5622;Técnicos de emergencias sanitarias;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios
ene-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;2322;Profesores de enseñanza no reglada de idiomas;2824;Profesionales del trabajo y la educación social
ene-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;4421;Empleados de agencias de viajes;2624;Especialistas en políticas y servicios de personal y afines;4422;Recepcionistas de hoteles
ene-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;2154;Logopedas;4111;Empleados de contabilidad;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas
ene-21;Mujer;Vicálvaro;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios
ene-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;3613;Asistentes de dirección y administrativos
ene-21;Mujer;Usera;Menor de 25 años;Española;2923;Filólogos, intérpretes y traductores;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;4123;Empleados de logística y transporte de pasajeros y mercancías;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras
ene-21;Mujer;Usera;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Mujer;Salamanca;Entre 36 y 45 años;Extracomunitaria;3713;Profesionales de apoyo al trabajo y a la educación social;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);5120;Camareros asalariados
ene-21;Mujer;Usera;Entre 26 y 35 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Chamberí;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-21;Hombre;San Blas;Entre 26 y 35 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9811;Peones del transporte de mercancías y descargadores;;
ene-21;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;3510;Agentes y representantes comerciales;3613;Asistentes de dirección y administrativos;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-21;Mujer;Latina;Entre 46 y 55 años;Española;4421;Empleados de agencias de viajes;2322;Profesores de enseñanza no reglada de idiomas;4411;Empleados de información al usuario
ene-21;Hombre;Tetuán;Menor de 25 años;Extracomunitaria;8333;Operadores de carretillas elevadoras;9811;Peones del transporte de mercancías y descargadores;;
ene-21;Hombre;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9602;Peones de la construcción de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5811;Peluqueros;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-21;Mujer;Latina;Entre 56 y 65 años;Comunitaria;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Latina;Entre 36 y 45 años;Española;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Mujer;Centro;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;5721;Cuidadores de niños en guarderías y centros educativos
ene-21;Mujer;Usera;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);2652;Profesionales de relaciones públicas
ene-21;Hombre;Hortaleza;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9433;Repartidores, recadistas y mensajeros a pie
ene-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos;;
ene-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3510;Agentes y representantes comerciales;;;;
ene-21;Mujer;Hortaleza;Menor de 25 años;Española;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);2240;Profesores de enseñanza primaria;3723;Instructores de actividades deportivas
ene-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
ene-21;Mujer;San Blas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
ene-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;3724;Monitores de actividades recreativas y de entretenimiento;2252;Técnicos en educación infantil
ene-21;Hombre;Latina;Entre 46 y 55 años;Española;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9602;Peones de la construcción de edificios
ene-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes;;
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9700;Peones de las industrias manufactureras;7121;Albañiles
ene-21;Hombre;Usera;Entre 46 y 55 años;Española;;;;;;
ene-21;Hombre;Carabanchel;Entre 26 y 35 años;Comunitaria;;;;;;
ene-21;Hombre;San Blas;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;2624;Especialistas en políticas y servicios de personal y afines
ene-21;Hombre;San Blas;Entre 46 y 55 años;Española;5833;Conserjes de edificios;9431;Ordenanzas;9700;Peones de las industrias manufactureras
ene-21;Hombre;San Blas;Entre 46 y 55 años;Extracomunitaria;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;5833;Conserjes de edificios;7191;Mantenedores de edificios
ene-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados
ene-21;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;5110;Cocineros asalariados;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Latina;Menor de 25 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;5420;Operadores de telemarketing
ene-21;Mujer;Salamanca;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9229;Otro personal de limpieza;;
ene-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);;
ene-21;Mujer;Otro Municipio;Menor de 25 años;Española;3532;Organizadores de conferencias y eventos;2651;Profesionales de la publicidad y la comercialización;;
ene-21;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;;;;;;
ene-21;Hombre;Arganzuela;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;3820;Programadores informáticos;2323;Profesores de enseñanza no reglada de música y danza
ene-21;Mujer;Vicálvaro;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;2911;Archivistas y conservadores de museos;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Usera;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras;9443;Barrenderos y afines
ene-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
ene-21;Mujer;Tetuán;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4301;Grabadores de datos;3613;Asistentes de dirección y administrativos
ene-21;Mujer;Latina;Entre 26 y 35 años;Española;4112;Empleados de control de personal y nóminas;;;;
ene-21;Mujer;Latina;Entre 46 y 55 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2652;Profesionales de relaciones públicas;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;;;;;;
ene-21;Hombre;San Blas;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9443;Barrenderos y afines;;
ene-21;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Hombre;Centro;Entre 36 y 45 años;Extracomunitaria;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;;;;;;
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Mujer;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
ene-21;Mujer;Arganzuela;Entre 56 y 65 años;Española;;;;;;
ene-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;5622;Técnicos de emergencias sanitarias
ene-21;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
ene-21;Mujer;Retiro;Entre 46 y 55 años;Española;2625;Especialistas en formación de personal;;;;
ene-21;Hombre;Otro Municipio;Menor de 25 años;Española;7292;Instaladores de material aislante térmico y de insonorización;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9811;Peones del transporte de mercancías y descargadores
ene-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-21;Hombre;Latina;Entre 36 y 45 años;Española;4424;Teleoperadores;3613;Asistentes de dirección y administrativos;8412;Conductores asalariados de automóviles, taxis y furgonetas
ene-21;Mujer;Villaverde;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9811;Peones del transporte de mercancías y descargadores
ene-21;Hombre;Arganzuela;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas;9310;Ayudantes de cocina
ene-21;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
ene-21;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;9310;Ayudantes de cocina
ene-21;Hombre;Vicálvaro;Menor de 25 años;Extracomunitaria;9310;Ayudantes de cocina;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores
ene-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;2422;Ingenieros agrónomos;5220;Vendedores en tiendas y almacenes;3142;Técnicos agropecuarios
ene-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;5833;Conserjes de edificios;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas
ene-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos)
ene-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;3713;Profesionales de apoyo al trabajo y a la educación social;2625;Especialistas en formación de personal
ene-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2934;Directores de cine, de teatro y afines;2922;Periodistas
ene-21;Mujer;Usera;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5120;Camareros asalariados;9100;Empleados domésticos
ene-21;Mujer;Salamanca;Entre 46 y 55 años;Española;9100;Empleados domésticos;;;;
ene-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;8159;Operadores de máquinas para fabricar productos textiles no clasificados bajo otros epígrafes;5710;Trabajadores de los cuidados personales a domicilio;9229;Otro personal de limpieza
ene-21;Mujer;Chamartín;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Hombre;Arganzuela;Entre 26 y 35 años;Española;;;;;;
ene-21;Hombre;Villaverde;Menor de 25 años;Extracomunitaria;;;;;;
ene-21;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;;;;;;
ene-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;2624;Especialistas en políticas y servicios de personal y afines;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2824;Profesionales del trabajo y la educación social
ene-21;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;2922;Periodistas;2912;Bibliotecarios, documentalistas y afines;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;4122;Empleados de oficina de servicios de apoyo a la producción;5821;Auxiliares de vuelo y camareros de avión, barco y tren;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Tetuán;Entre 26 y 35 años;Española;2624;Especialistas en políticas y servicios de personal y afines;2599;Profesionales del derecho no clasificados bajo otros epígrafes;2653;Profesionales de la venta de tecnologías de la información y las comunicaciones
ene-21;Hombre;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados;5430;Expendedores de gasolineras
ene-21;Mujer;San Blas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;2624;Especialistas en políticas y servicios de personal y afines
ene-21;Hombre;Tetuán;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9601;Peones de obras públicas;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes
ene-21;Mujer;San Blas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;2599;Profesionales del derecho no clasificados bajo otros epígrafes
ene-21;Hombre;Salamanca;Entre 46 y 55 años;Extracomunitaria;5833;Conserjes de edificios;7121;Albañiles;9229;Otro personal de limpieza
ene-21;Hombre;Hortaleza;Entre 46 y 55 años;Española;7191;Mantenedores de edificios;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2625;Especialistas en formación de personal
ene-21;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;9820;Reponedores;9310;Ayudantes de cocina
ene-21;Hombre;Tetuán;Entre 46 y 55 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;8412;Conductores asalariados de automóviles, taxis y furgonetas
ene-21;Mujer;Arganzuela;Entre 26 y 35 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;2324;Profesores de enseñanza no reglada de artes
ene-21;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;4424;Teleoperadores;5611;Auxiliares de enfermería hospitalaria
ene-21;Mujer;Villaverde;Entre 46 y 55 años;Extracomunitaria;;;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5612;Auxiliares de enfermería de atención primaria;;
ene-21;Hombre;Moncloa-aravaca;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;;;;
