Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
mar-17;Mujer;Chamartín;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
mar-17;Hombre;Retiro;Entre 26 y 35 años;Española;3532;Organizadores de conferencias y eventos;2651;Profesionales de la publicidad y la comercialización;3813;Técnicos en redes
mar-17;Hombre;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-17;Mujer;Barajas;Entre 56 y 65 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios;5893;Cuidadores de animales y adiestradores
mar-17;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales
mar-17;Mujer;Villaverde;Entre 46 y 55 años;Española;9100;Empleados domésticos;9229;Otro personal de limpieza;5710;Trabajadores de los cuidados personales a domicilio
mar-17;Mujer;Arganzuela;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;;
mar-17;Mujer;Vicálvaro;Menor de 25 años;Española;5120;Camareros asalariados;;;;
mar-17;Mujer;Moratalaz;Menor de 25 años;Española;;;;;;
mar-17;Mujer;Centro;Entre 36 y 45 años;Española;;;;;;
mar-17;Mujer;Villaverde;Entre 36 y 45 años;Española;3510;Agentes y representantes comerciales;3613;Asistentes de dirección y administrativos;2322;Profesores de enseñanza no reglada de idiomas
mar-17;Hombre;Latina;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;9820;Reponedores
mar-17;Hombre;Otro Municipio;Menor de 25 años;Española;;;;;;
mar-17;Hombre;Carabanchel;Menor de 25 años;Española;;;;;;
mar-17;Hombre;Otro Municipio;Entre 26 y 35 años;Española;2810;Economistas;2599;Profesionales del derecho no clasificados bajo otros epígrafes;;
mar-17;Hombre;Usera;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;8412;Conductores asalariados de automóviles, taxis y furgonetas;4221;Empleados de servicios de correos (excepto empleados de mostrador)
mar-17;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes
mar-17;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
mar-17;Mujer;Centro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
mar-17;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-17;Mujer;Latina;Entre 36 y 45 años;Española;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
mar-17;Hombre;Vicálvaro;Menor de 25 años;Española;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
mar-17;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio;9229;Otro personal de limpieza
mar-17;Hombre;Hortaleza;Entre 36 y 45 años;Española;2922;Periodistas;3532;Organizadores de conferencias y eventos;3831;Técnicos de grabación audiovisual
mar-17;Mujer;Otro Municipio;Entre 36 y 45 años;Española;8420;Conductores de autobuses y tranvías;8432;Conductores asalariados de camiones;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
mar-17;Mujer;Otro Municipio;Entre 46 y 55 años;Española;9700;Peones de las industrias manufactureras;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado;;
mar-17;Hombre;Retiro;Entre 26 y 35 años;Española;2432;Ingenieros en construcción y obra civil;2439;Ingenieros no clasificados bajo otros epígrafes;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías
mar-17;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;8412;Conductores asalariados de automóviles, taxis y furgonetas;7121;Albañiles
mar-17;Mujer;Centro;Entre 46 y 55 años;Española;3339;Otros profesionales de las terapias alternativas;2323;Profesores de enseñanza no reglada de música y danza;3713;Profesionales de apoyo al trabajo y a la educación social
mar-17;Mujer;Villaverde;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores
mar-17;Mujer;Latina;Entre 46 y 55 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
mar-17;Hombre;Puente De Vallecas;Menor de 25 años;Española;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;4412;Recepcionistas (excepto de hoteles)
mar-17;Mujer;Tetuán;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;;;;
mar-17;Hombre;Villaverde;Menor de 25 años;Extracomunitaria;8333;Operadores de carretillas elevadoras;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
mar-17;Hombre;Carabanchel;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;9700;Peones de las industrias manufactureras
mar-17;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios
mar-17;Hombre;Otro Municipio;Menor de 25 años;Extracomunitaria;7401;Mecánicos y ajustadores de vehículos de motor;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
mar-17;Hombre;Centro;Entre 46 y 55 años;Española;3734;Chefs;5110;Cocineros asalariados;;
mar-17;Mujer;Hortaleza;Entre 36 y 45 años;Española;3110;Delineantes y dibujantes técnicos;2482;Diseñadores de productos y de prendas;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas)
mar-17;Hombre;Villaverde;Entre 36 y 45 años;Española;5210;Jefes de sección de tiendas y almacenes;5220;Vendedores en tiendas y almacenes;3522;Agentes de compras
mar-17;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-17;Hombre;Carabanchel;Entre 56 y 65 años;Española;3110;Delineantes y dibujantes técnicos;2481;Arquitectos técnicos y técnicos urbanistas;3326;Técnicos en prevención de riesgos laborales y salud ambiental
mar-17;Hombre;Puente De Vallecas;Entre 56 y 65 años;Española;5120;Camareros asalariados;5120;Camareros asalariados;5120;Camareros asalariados
mar-17;Hombre;Ciudad Lineal;Entre 56 y 65 años;Española;2723;Analistas de redes informáticas;1509;Directores y gerentes de empresas de gestión de residuos y de otras empresas de servicios no clasificados bajo otros epígrafes;2621;Analistas de gestión y organización
mar-17;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;;
mar-17;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;7131;Carpinteros (excepto ebanistas);7701;Matarifes y trabajadores de las industrias cárnicas;5992;Bañistas-socorristas
mar-17;Hombre;Ciudad Lineal;Entre 56 y 65 años;Española;;;;;;
mar-17;Hombre;Centro;Entre 36 y 45 años;Española;7121;Albañiles;9310;Ayudantes de cocina;7231;Pintores y empapeladores
mar-17;Hombre;Hortaleza;Entre 56 y 65 años;Española;7221;Fontaneros;7222;Montadores-instaladores de gas en edificios;7250;Mecánicos-instaladores de refrigeración y climatización
mar-17;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4121;Empleados de control de abastecimientos e inventario;3613;Asistentes de dirección y administrativos;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios
mar-17;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;5220;Vendedores en tiendas y almacenes
mar-17;Hombre;Villaverde;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas;;
mar-17;Mujer;Latina;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
mar-17;Hombre;Retiro;Entre 36 y 45 años;Extracomunitaria;8153;Operadores de máquinas de coser y bordar;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores
mar-17;Mujer;Otro Municipio;Entre 56 y 65 años;Española;5500;Cajeros y taquilleros (excepto bancos);5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos)
mar-17;Hombre;Villaverde;Entre 46 y 55 años;Española;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;3812;Técnicos en asistencia al usuario de tecnologías de la información;7293;Cristaleros
mar-17;Hombre;Latina;Entre 26 y 35 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas;7221;Fontaneros
mar-17;Hombre;Puente De Vallecas;Menor de 25 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5120;Camareros asalariados;9820;Reponedores
mar-17;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios
mar-17;Hombre;Usera;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras;7222;Montadores-instaladores de gas en edificios
mar-17;Hombre;Tetuán;Menor de 25 años;Española;;;;;;
mar-17;Mujer;Centro;Entre 46 y 55 años;Comunitaria;2322;Profesores de enseñanza no reglada de idiomas;;;;
mar-17;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;5811;Peluqueros;5120;Camareros asalariados;9310;Ayudantes de cocina
mar-17;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Española;;;;;;
mar-17;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;7231;Pintores y empapeladores;5833;Conserjes de edificios;9443;Barrenderos y afines
mar-17;Mujer;Carabanchel;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;5612;Auxiliares de enfermería de atención primaria
mar-17;Mujer;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9443;Barrenderos y afines;9811;Peones del transporte de mercancías y descargadores
mar-17;Hombre;Usera;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5120;Camareros asalariados
mar-17;Mujer;San Blas;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
mar-17;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
mar-17;Hombre;Otro Municipio;Entre 56 y 65 años;Extracomunitaria;7701;Matarifes y trabajadores de las industrias cárnicas;9700;Peones de las industrias manufactureras;;
mar-17;Mujer;Usera;Entre 36 y 45 años;Española;2912;Bibliotecarios, documentalistas y afines;2911;Archivistas y conservadores de museos;2912;Bibliotecarios, documentalistas y afines
mar-17;Mujer;Otro Municipio;Entre 46 y 55 años;Española;7702;Trabajadores de las industrias del pescado;9700;Peones de las industrias manufactureras;9700;Peones de las industrias manufactureras
mar-17;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);9811;Peones del transporte de mercancías y descargadores
mar-17;Hombre;Usera;Entre 36 y 45 años;Extracomunitaria;2511;Abogados;2599;Profesionales del derecho no clasificados bajo otros epígrafes;3711;Profesionales de apoyo de servicios jurídicos y servicios similares
mar-17;Mujer;Latina;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;;
mar-17;Mujer;Villaverde;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-17;Mujer;Villaverde;Entre 46 y 55 años;Española;9100;Empleados domésticos;9310;Ayudantes de cocina;;
mar-17;Hombre;Barajas;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;5120;Camareros asalariados;1421;Directores y gerentes de restaurantes
mar-17;Mujer;Carabanchel;Entre 46 y 55 años;Española;4411;Empleados de información al usuario;4412;Recepcionistas (excepto de hoteles);4123;Empleados de logística y transporte de pasajeros y mercancías
mar-17;Hombre;Otro Municipio;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9700;Peones de las industrias manufactureras
mar-17;Mujer;Barajas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
mar-17;Mujer;Villaverde;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);4412;Recepcionistas (excepto de hoteles)
mar-17;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;7121;Albañiles;9811;Peones del transporte de mercancías y descargadores
mar-17;Hombre;Otro Municipio;Entre 36 y 45 años;Comunitaria;7701;Matarifes y trabajadores de las industrias cárnicas;9811;Peones del transporte de mercancías y descargadores;7121;Albañiles
mar-17;Mujer;Latina;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
mar-17;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
mar-17;Mujer;Tetuán;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-17;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-17;Hombre;Villaverde;Entre 36 y 45 años;Extracomunitaria;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
mar-17;Mujer;Carabanchel;Entre 26 y 35 años;Española;2156;Terapeutas ocupacionales;4424;Teleoperadores;3724;Monitores de actividades recreativas y de entretenimiento
mar-17;Mujer;Barajas;Entre 36 y 45 años;Española;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
mar-17;Mujer;Vicálvaro;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;7831;Sastres, modistos, peleteros y sombrereros
mar-17;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;9443;Barrenderos y afines;5500;Cajeros y taquilleros (excepto bancos);;
mar-17;Mujer;Arganzuela;Menor de 25 años;Española;5893;Cuidadores de animales y adiestradores;5220;Vendedores en tiendas y almacenes;;
mar-17;Hombre;Hortaleza;Entre 56 y 65 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5500;Cajeros y taquilleros (excepto bancos);5833;Conserjes de edificios
mar-17;Hombre;Tetuán;Entre 26 y 35 años;Española;5120;Camareros asalariados;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-17;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4411;Empleados de información al usuario
mar-17;Mujer;Villaverde;Entre 26 y 35 años;Española;9700;Peones de las industrias manufactureras;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado
mar-17;Hombre;Ciudad Lineal;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
mar-17;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;9443;Barrenderos y afines;9811;Peones del transporte de mercancías y descargadores;7191;Mantenedores de edificios
mar-17;Hombre;Usera;Entre 56 y 65 años;Española;5833;Conserjes de edificios;7403;Mecánicos y ajustadores de maquinaria agrícola e industrial;7323;Ajustadores y operadores de máquinas-herramienta
mar-17;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
mar-17;Mujer;Retiro;Entre 36 y 45 años;Extracomunitaria;5722;Cuidadores de niños en domicilios;5721;Cuidadores de niños en guarderías y centros educativos;9100;Empleados domésticos
mar-17;Mujer;Tetuán;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
mar-17;Hombre;Latina;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras;;
mar-17;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;7121;Albañiles;7231;Pintores y empapeladores
mar-17;Mujer;Usera;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
mar-17;Hombre;Otro Municipio;Entre 46 y 55 años;Española;7121;Albañiles;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
mar-17;Mujer;Carabanchel;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes;9100;Empleados domésticos
mar-17;Mujer;Centro;Entre 56 y 65 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;4412;Recepcionistas (excepto de hoteles)
mar-17;Hombre;Carabanchel;Entre 46 y 55 años;Extracomunitaria;;;;;;
mar-17;Hombre;Tetuán;Entre 36 y 45 años;Española;7510;Electricistas de la construcción y afines;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;7323;Ajustadores y operadores de máquinas-herramienta
mar-17;Hombre;Vicálvaro;Entre 46 y 55 años;Española;2121;Enfermeros no especializados;2121;Enfermeros no especializados;;
mar-17;Hombre;Carabanchel;Entre 56 y 65 años;Española;3326;Técnicos en prevención de riesgos laborales y salud ambiental;8332;Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
mar-17;Mujer;Villaverde;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
mar-17;Mujer;Vicálvaro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5722;Cuidadores de niños en domicilios;9820;Reponedores
mar-17;Hombre;San Blas;Entre 36 y 45 años;Española;5833;Conserjes de edificios;8412;Conductores asalariados de automóviles, taxis y furgonetas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
mar-17;Hombre;Otro Municipio;Entre 26 y 35 años;Comunitaria;7191;Mantenedores de edificios;7121;Albañiles;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines
mar-17;Hombre;Villaverde;Menor de 25 años;Española;7121;Albañiles;5120;Camareros asalariados;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
mar-17;Hombre;Latina;Entre 46 y 55 años;Española;9700;Peones de las industrias manufactureras;7837;Zapateros y afines;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
mar-17;Mujer;Hortaleza;Entre 36 y 45 años;Comunitaria;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
mar-17;Mujer;Villaverde;Entre 56 y 65 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9431;Ordenanzas;4411;Empleados de información al usuario
mar-17;Hombre;Vicálvaro;Entre 46 y 55 años;Española;2624;Especialistas en políticas y servicios de personal y afines;4112;Empleados de control de personal y nóminas;5210;Jefes de sección de tiendas y almacenes
mar-17;Hombre;Chamartín;Entre 26 y 35 años;Española;3734;Chefs;5110;Cocineros asalariados;;
mar-17;Hombre;Hortaleza;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;7510;Electricistas de la construcción y afines;7121;Albañiles
mar-17;Mujer;Villaverde;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
mar-17;Hombre;Usera;Entre 56 y 65 años;Extracomunitaria;7510;Electricistas de la construcción y afines;7191;Mantenedores de edificios;7510;Electricistas de la construcción y afines
mar-17;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4411;Empleados de información al usuario;4424;Teleoperadores
mar-17;Mujer;Centro;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social;5220;Vendedores en tiendas y almacenes
mar-17;Hombre;Centro;Entre 36 y 45 años;Española;3812;Técnicos en asistencia al usuario de tecnologías de la información;4411;Empleados de información al usuario;2652;Profesionales de relaciones públicas
mar-17;Hombre;Tetuán;Menor de 25 años;Española;5420;Operadores de telemarketing;5220;Vendedores en tiendas y almacenes;9820;Reponedores
mar-17;Hombre;Latina;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;8333;Operadores de carretillas elevadoras
mar-17;Mujer;Otro Municipio;Menor de 25 años;Extracomunitaria;9310;Ayudantes de cocina;5120;Camareros asalariados;9310;Ayudantes de cocina
mar-17;Mujer;Moncloa-aravaca;Menor de 25 años;Española;2121;Enfermeros no especializados;2122;Enfermeros especializados (excepto matronos);;
mar-17;Mujer;Centro;Entre 26 y 35 años;Española;2432;Ingenieros en construcción y obra civil;2462;Ingenieros técnicos de obras públicas;2481;Arquitectos técnicos y técnicos urbanistas
mar-17;Hombre;San Blas;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;4411;Empleados de información al usuario
mar-17;Hombre;San Blas;Entre 46 y 55 años;Comunitaria;5110;Cocineros asalariados;5500;Cajeros y taquilleros (excepto bancos);9310;Ayudantes de cocina
mar-17;Mujer;Barajas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
mar-17;Mujer;Villa De Vallecas;Entre 56 y 65 años;Comunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
mar-17;Hombre;Latina;Entre 46 y 55 años;Española;5833;Conserjes de edificios;3811;Técnicos en operaciones de sistemas informáticos;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
mar-17;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos
mar-17;Mujer;Usera;Entre 36 y 45 años;Española;8153;Operadores de máquinas de coser y bordar;9310;Ayudantes de cocina;7295;Personal de limpieza de fachadas de edificios y chimeneas
mar-17;Hombre;Retiro;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;8412;Conductores asalariados de automóviles, taxis y furgonetas
mar-17;Hombre;Carabanchel;Entre 26 y 35 años;Extracomunitaria;2722;Administradores de sistemas y redes;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
mar-17;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;7510;Electricistas de la construcción y afines;7221;Fontaneros
mar-17;Hombre;Hortaleza;Entre 56 y 65 años;Española;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras;3724;Monitores de actividades recreativas y de entretenimiento
mar-17;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes;9320;Preparadores de comidas rápidas
mar-17;Mujer;Otro Municipio;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);5710;Trabajadores de los cuidados personales a domicilio;5500;Cajeros y taquilleros (excepto bancos)
mar-17;Hombre;Villaverde;Entre 36 y 45 años;Española;;;;;;
mar-17;Hombre;Latina;Menor de 25 años;Española;3722;Entrenadores y árbitros de actividades deportivas;3110;Delineantes y dibujantes técnicos;9820;Reponedores
mar-17;Mujer;Vicálvaro;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos)
mar-17;Mujer;Carabanchel;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-17;Mujer;Tetuán;Entre 46 y 55 años;Española;3522;Agentes de compras;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);2621;Analistas de gestión y organización
mar-17;Hombre;Usera;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8432;Conductores asalariados de camiones;8412;Conductores asalariados de automóviles, taxis y furgonetas
mar-17;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;7121;Albañiles;7231;Pintores y empapeladores
mar-17;Mujer;Carabanchel;Entre 56 y 65 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);5891;Asistentes personales o personas de compañía
mar-17;Mujer;Carabanchel;Entre 26 y 35 años;Española;;;;;;
mar-17;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4301;Grabadores de datos;3613;Asistentes de dirección y administrativos;4424;Teleoperadores
mar-17;Hombre;Carabanchel;Entre 46 y 55 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;7111;Encofradores y operarios de puesta en obra de hormigón;7315;Montadores de estructuras cableadas y empalmadores de cables
mar-17;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
mar-17;Hombre;Chamberí;Entre 46 y 55 años;Española;4424;Teleoperadores;4411;Empleados de información al usuario;;
