Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
enero-18;Hombre;Chamberí;Entre 46 y 55 años;Española;2625;Especialistas en formación de personal;3532;Organizadores de conferencias y eventos;3613;Asistentes de dirección y administrativos
enero-18;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
enero-18;Hombre;Otro Municipio;Entre 46 y 55 años;Española;7121;Albañiles;7122;Canteros, tronzadores, labrantes y grabadores de piedras;7231;Pintores y empapeladores
enero-18;Hombre;Fuencarral-el Pardo;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8440;Conductores de motocicletas y ciclomotores;9811;Peones del transporte de mercancías y descargadores
enero-18;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
enero-18;Hombre;Centro;Entre 56 y 65 años;Española;7510;Electricistas de la construcción y afines;7510;Electricistas de la construcción y afines;7510;Electricistas de la construcción y afines
enero-18;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;8153;Operadores de máquinas de coser y bordar;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5811;Peluqueros;9820;Reponedores;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
enero-18;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
enero-18;Mujer;Hortaleza;Entre 36 y 45 años;Extracomunitaria;5300;Comerciantes propietarios de tiendas;;;;
enero-18;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
enero-18;Mujer;Salamanca;Entre 26 y 35 años;Española;3534;Agentes y administradores de la propiedad inmobiliaria;;;;
enero-18;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
enero-18;Mujer;Moratalaz;Entre 46 y 55 años;Comunitaria;5300;Comerciantes propietarios de tiendas;;;;
enero-18;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Comunitaria;2484;Diseñadores gráficos y multimedia;;;;
enero-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;2159;Profesionales de la salud no clasificados bajo otros epígrafes;;;;
enero-18;Hombre;Ciudad Lineal;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
enero-18;Hombre;Otro Municipio;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
enero-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3713;Profesionales de apoyo al trabajo y a la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
enero-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;3724;Monitores de actividades recreativas y de entretenimiento;;;;
enero-18;Hombre;Carabanchel;Menor de 25 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Latina;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Mujer;Otro Municipio;Entre 56 y 65 años;Española;7831;Sastres, modistos, peleteros y sombrereros;2484;Diseñadores gráficos y multimedia;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Carabanchel;Entre 56 y 65 años;Española;4424;Teleoperadores;5220;Vendedores en tiendas y almacenes;;
enero-18;Hombre;Usera;Menor de 25 años;Española;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras
enero-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;5833;Conserjes de edificios;8412;Conductores asalariados de automóviles, taxis y furgonetas;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes
enero-18;Hombre;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;;
enero-18;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
enero-18;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;;;;;;
enero-18;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;3321;Técnicos superiores en higiene bucodental;;;;
enero-18;Hombre;Usera;Entre 46 y 55 años;Española;2722;Administradores de sistemas y redes;3811;Técnicos en operaciones de sistemas informáticos;;
enero-18;Mujer;Carabanchel;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
enero-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
enero-18;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Hombre;Vicálvaro;Entre 36 y 45 años;Española;7132;Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas);8209;Montadores y ensambladores no clasificados en otros epígrafes;5833;Conserjes de edificios
enero-18;Mujer;Villaverde;Entre 26 y 35 años;Española;5120;Camareros asalariados;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes
enero-18;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9602;Peones de la construcción de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Mujer;Moratalaz;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
enero-18;Mujer;Chamberí;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
enero-18;Mujer;Carabanchel;Entre 46 y 55 años;Española;2252;Técnicos en educación infantil;5500;Cajeros y taquilleros (excepto bancos);5611;Auxiliares de enfermería hospitalaria
enero-18;Mujer;Tetuán;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
enero-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;9100;Empleados domésticos
enero-18;Mujer;Tetuán;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9229;Otro personal de limpieza
enero-18;Mujer;Usera;Entre 56 y 65 años;Española;5721;Cuidadores de niños en guarderías y centros educativos;;;;
enero-18;Mujer;Villaverde;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
enero-18;Hombre;Centro;Entre 36 y 45 años;Comunitaria;2482;Diseñadores de productos y de prendas;;;;
enero-18;Mujer;Tetuán;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
enero-18;Mujer;Latina;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;7121;Albañiles;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes;8412;Conductores asalariados de automóviles, taxis y furgonetas
enero-18;Hombre;Hortaleza;Entre 26 y 35 años;Española;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;9441;Recogedores de residuos;7401;Mecánicos y ajustadores de vehículos de motor
enero-18;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;5721;Cuidadores de niños en guarderías y centros educativos;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado;4424;Teleoperadores
enero-18;Mujer;Otro Municipio;Entre 46 y 55 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
enero-18;Mujer;San Blas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
enero-18;Hombre;Latina;Entre 36 y 45 años;Española;9229;Otro personal de limpieza;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;3613;Asistentes de dirección y administrativos
enero-18;Mujer;Tetuán;Menor de 25 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
enero-18;Hombre;Carabanchel;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;;
enero-18;Hombre;Vicálvaro;Menor de 25 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Arganzuela;Entre 46 y 55 años;Española;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;5611;Auxiliares de enfermería hospitalaria;4422;Recepcionistas de hoteles
enero-18;Mujer;Tetuán;Entre 46 y 55 años;Española;2599;Profesionales del derecho no clasificados bajo otros epígrafes;2484;Diseñadores gráficos y multimedia;2810;Economistas
enero-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;7820;Ebanistas y trabajadores afines;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados
enero-18;Hombre;Vicálvaro;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
enero-18;Hombre;Latina;Entre 46 y 55 años;Española;2462;Ingenieros técnicos de obras públicas;3613;Asistentes de dirección y administrativos;3510;Agentes y representantes comerciales
enero-18;Mujer;Vicálvaro;Menor de 25 años;Española;5811;Peluqueros;5812;Especialistas en tratamientos de estética, bienestar y afines;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Otro Municipio;Entre 46 y 55 años;Comunitaria;9700;Peones de las industrias manufactureras;;;;
enero-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
enero-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores;5500;Cajeros y taquilleros (excepto bancos)
enero-18;Hombre;Villaverde;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
enero-18;Hombre;Villa De Vallecas;Entre 46 y 55 años;Española;7323;Ajustadores y operadores de máquinas-herramienta;7191;Mantenedores de edificios;7510;Electricistas de la construcción y afines
enero-18;Mujer;Arganzuela;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
enero-18;Hombre;Carabanchel;Entre 46 y 55 años;Española;2653;Profesionales de la venta de tecnologías de la información y las comunicaciones;3812;Técnicos en asistencia al usuario de tecnologías de la información;3124;Técnicos en electrónica (excepto electromedicina)
enero-18;Hombre;Otro Municipio;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;5833;Conserjes de edificios;7232;Pintores en las industrias manufactureras
enero-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;;;;;;
enero-18;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;5110;Cocineros asalariados;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;7703;Panaderos, pasteleros y confiteros
enero-18;Mujer;Hortaleza;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes;3613;Asistentes de dirección y administrativos
enero-18;Hombre;Latina;Menor de 25 años;Española;8133;Operadores de laboratorios fotográficos y afines;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios
enero-18;Mujer;Moncloa-aravaca;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
enero-18;Hombre;Otro Municipio;Entre 36 y 45 años;Española;8331;Operadores de maquinaria de movimientos de tierras y equipos similares;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;8412;Conductores asalariados de automóviles, taxis y furgonetas
enero-18;Mujer;Usera;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
enero-18;Mujer;Tetuán;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Mujer;Carabanchel;Entre 36 y 45 años;Española;2251;Maestros de educación infantil;2311;Profesores de educación especial;2311;Profesores de educación especial
enero-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;4412;Recepcionistas (excepto de hoteles);2484;Diseñadores gráficos y multimedia;3811;Técnicos en operaciones de sistemas informáticos
enero-18;Hombre;Arganzuela;Entre 36 y 45 años;Española;3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
enero-18;Mujer;Carabanchel;Entre 46 y 55 años;Española;7831;Sastres, modistos, peleteros y sombrereros;;;;
enero-18;Mujer;Arganzuela;Entre 46 y 55 años;Española;2484;Diseñadores gráficos y multimedia;4424;Teleoperadores;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Usera;Entre 56 y 65 años;Española;5833;Conserjes de edificios;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Hombre;Ciudad Lineal;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5120;Camareros asalariados;4412;Recepcionistas (excepto de hoteles)
enero-18;Hombre;Carabanchel;Menor de 25 años;Extracomunitaria;7703;Panaderos, pasteleros y confiteros;;;;
enero-18;Mujer;Tetuán;Entre 36 y 45 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
enero-18;Hombre;Latina;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes
enero-18;Hombre;Retiro;Entre 56 y 65 años;Española;4424;Teleoperadores;2711;Analistas de sistemas;2322;Profesores de enseñanza no reglada de idiomas
enero-18;Mujer;Vicálvaro;Entre 46 y 55 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
enero-18;Hombre;Carabanchel;Entre 36 y 45 años;Española;7231;Pintores y empapeladores;;;;
enero-18;Hombre;Villaverde;Entre 36 y 45 años;Extracomunitaria;7111;Encofradores y operarios de puesta en obra de hormigón;9602;Peones de la construcción de edificios;;
enero-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;9100;Empleados domésticos;;;;
enero-18;Mujer;Villaverde;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;;
enero-18;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;;;;
enero-18;Mujer;Arganzuela;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);4411;Empleados de información al usuario
enero-18;Mujer;Arganzuela;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;;;;
enero-18;Hombre;Latina;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;7294;Montadores-instaladores de placas de energía solar;7405;Reparadores de bicicletas y afines
enero-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;3613;Asistentes de dirección y administrativos;3510;Agentes y representantes comerciales
enero-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
enero-18;Mujer;Hortaleza;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
enero-18;Hombre;Vicálvaro;Entre 36 y 45 años;Española;7894;Fumigadores y otros controladores de plagas y malas hierbas;;;;
enero-18;Mujer;San Blas;Entre 46 y 55 años;Española;5811;Peluqueros;2931;Artistas de artes plásticas y visuales;;
enero-18;Mujer;Salamanca;Entre 26 y 35 años;Española;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);;;;
enero-18;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;7831;Sastres, modistos, peleteros y sombrereros;8153;Operadores de máquinas de coser y bordar;9221;Limpiadores en seco a mano y afines
enero-18;Mujer;Villaverde;Entre 46 y 55 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5120;Camareros asalariados;9700;Peones de las industrias manufactureras
enero-18;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio
enero-18;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
enero-18;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;9223;Limpiadores de ventanas
enero-18;Hombre;Villaverde;Entre 56 y 65 años;Española;7221;Fontaneros;9811;Peones del transporte de mercancías y descargadores;;
enero-18;Hombre;Carabanchel;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4411;Empleados de información al usuario;4424;Teleoperadores
enero-18;Hombre;Villaverde;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
enero-18;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9443;Barrenderos y afines;;
enero-18;Mujer;Carabanchel;Entre 46 y 55 años;Española;9229;Otro personal de limpieza;5220;Vendedores en tiendas y almacenes;9820;Reponedores
enero-18;Hombre;Usera;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;7231;Pintores y empapeladores;;
enero-18;Hombre;Usera;Entre 56 y 65 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;8412;Conductores asalariados de automóviles, taxis y furgonetas;9601;Peones de obras públicas
enero-18;Mujer;Moratalaz;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
enero-18;Mujer;Villaverde;Entre 36 y 45 años;Española;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;1411;Directores y gerentes de hoteles;2599;Profesionales del derecho no clasificados bajo otros epígrafes
enero-18;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9820;Reponedores;9320;Preparadores de comidas rápidas
enero-18;Mujer;Latina;Entre 46 y 55 años;Española;4301;Grabadores de datos;4424;Teleoperadores;;
enero-18;Mujer;Puente De Vallecas;Menor de 25 años;Española;9820;Reponedores;;;;
enero-18;Hombre;Villaverde;Entre 46 y 55 años;Española;7510;Electricistas de la construcción y afines;7510;Electricistas de la construcción y afines;;
enero-18;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9310;Ayudantes de cocina
enero-18;Mujer;Villaverde;Entre 56 y 65 años;Comunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;;
enero-18;Mujer;Centro;Menor de 25 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;3724;Monitores de actividades recreativas y de entretenimiento;3713;Profesionales de apoyo al trabajo y a la educación social
enero-18;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9100;Empleados domésticos;5220;Vendedores en tiendas y almacenes
enero-18;Hombre;Carabanchel;Entre 36 y 45 años;Española;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas
enero-18;Mujer;Carabanchel;Entre 46 y 55 años;Española;3614;Secretarios de centros médicos o clínicas;4424;Teleoperadores;3613;Asistentes de dirección y administrativos
enero-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;;;;
enero-18;Mujer;Latina;Entre 46 y 55 años;Española;3203;Supervisores de industrias alimenticias y del tabaco;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;3629;Otros profesionales de apoyo de la Administración Pública para tareas de inspección y control y tareas similares
enero-18;Mujer;Ciudad Lineal;Menor de 25 años;Española;5811;Peluqueros;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
enero-18;Hombre;Vicálvaro;Menor de 25 años;Española;5000;Camareros y cocineros propietarios;;;;
enero-18;Hombre;Carabanchel;Menor de 25 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados;9310;Ayudantes de cocina
enero-18;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Carabanchel;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4412;Recepcionistas (excepto de hoteles);;
enero-18;Mujer;Villaverde;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
enero-18;Mujer;San Blas;Entre 36 y 45 años;Extracomunitaria;5721;Cuidadores de niños en guarderías y centros educativos;5722;Cuidadores de niños en domicilios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;5110;Cocineros asalariados
enero-18;Mujer;Carabanchel;Entre 56 y 65 años;Española;2252;Técnicos en educación infantil;5721;Cuidadores de niños en guarderías y centros educativos;5220;Vendedores en tiendas y almacenes
enero-18;Mujer;Arganzuela;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5821;Auxiliares de vuelo y camareros de avión, barco y tren;5721;Cuidadores de niños en guarderías y centros educativos
enero-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;7510;Electricistas de la construcción y afines;9820;Reponedores
enero-18;Hombre;Usera;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;9820;Reponedores
enero-18;Mujer;Hortaleza;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9310;Ayudantes de cocina
enero-18;Hombre;San Blas;Entre 36 y 45 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
enero-18;Mujer;Carabanchel;Menor de 25 años;Española;2252;Técnicos en educación infantil;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
enero-18;Mujer;Chamberí;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2613;Analistas financieros;2651;Profesionales de la publicidad y la comercialización
enero-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores
enero-18;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Española;7323;Ajustadores y operadores de máquinas-herramienta;8202;Ensambladores de equipos eléctricos y electrónicos;;
